64.75564106,140.214744
133.4445737,140.1656096
200.8484293,140.1055565
266.8157151,140.0624415
341.9561521,139.9526941
408.2070205,139.9339762
478.4877471,139.9022999
544.590854,139.8468662
619.1566631,139.7813537
685.4075315,139.6964035
754.1461657,139.6029582
821.791365,139.569698
896.3571741,139.4487519
962.6080425,139.3796398
1022.357406,139.0828124
1097.957546,139.1816626
1173.557685,139.1060712
1239.808554,139.047038
1310.08928,138.9851251
1379.886424,138.9044944
1450.758196,138.8238636
1517.009065,138.7936271
1587.289791,138.7029175
1657.086935,138.6352453
1727.958707,138.5517349
1794.209576,138.5085398
1862.94821,138.4055916
1931.627739,138.3132022
2004.720411,138.2875385
2071.410087,138.175938
2141.690813,138.1485811
2207.941682,138.0967471
2282.359729,138.0377139
2348.610598,137.9225271
2418.891324,137.8865312
2485.142193,137.8116598
2560.500541,137.7514747
2625.811109,137.7007925
2696.091835,137.6345601
2763.229272,137.5186534
2831.081338,137.4853933
2898.726537,137.3800693
2971.750254,137.2969189
3040.429783,137.2045295
3114.901563,137.1195313
3180.212131,137.0355889
3250.492857,136.9491988
3317.630294,136.8904055
3393.042374,136.7778585
3457.412642,136.7029871
3527.693368,136.5561239
3594.830806,136.4838922
3669.302585,136.3323736
3759.383348,136.0034673
3833.819242,135.9375
3898.548826,135.7624429
3967.930029,135.46875
4026.491303,135.135007
4094.7571,134.8516795
4173.115454,134.4698034
4239.366322,134.0421725
4314.72467,133.6161254
4404.805433,133.078923
4468.495103,132.6589712
4541.337028,132.1617483
4606.405805,131.6981215
4677.868623,131.0933909
4744.119491,130.5894487
4808.444983,130.0258734
4876.366004,129.480776
4950.931813,128.6946262
5014.966259,128.2196607
5087.463408,127.3138247
5153.714276,126.614065
5224.935303,125.5958019
5287.559299,125.0158484
5356.389277,124.1530995
5419.389393,123.2583502
5492.920872,122.2340877
5584.882235,120.9329091
5649.010712,120.0847744
5716.336209,119.2003559
5780.025879,118.2831812
5853.808104,117.2299421
5939.751546,116.0255203
5975.859076,115.6223666
